Branch_ID,City_x,Region_x,Firm_Revenue,Expenses,Profit_Margin,Customer_ID,Age,Customer_Type,City_y,Region_y,Bank_Name,Transaction_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Month,transaction_dayofweek,transaction_day,is_weekend,days_since_first_tx,cluster
1001,Mumbai,North,211155.0,216256,79.53,205999,53.0,Employee,Mumbai,West,HDFC Bank,309418,Current,17464,582.0,11018,Mutual Fund,2022-12-26,2022-12,0,26,0,280,2
1001,Mumbai,North,211155.0,216256,79.53,209191,79.0,Business,Solapur,West,HDFC Bank,306994,Current,2568,1478.0,3639,Mutual Fund,2023-08-23,2023-08,2,23,0,520,2
1001,Mumbai,North,211155.0,216256,79.53,209559,49.08653542478156,Employee,Nashik,East,HDFC Bank,303644,Savings,49352,4078.0,2525,Mutual Fund,2025-03-18,2025-03,1,18,0,1093,2
1001,Mumbai,North,211155.0,216256,79.53,209559,49.08653542478156,Employee,Nashik,East,HDFC Bank,305593,Savings,63527,733.0,46584,Recurring Deposit,2025-02-01,2025-02,5,1,1,1048,1
1002,Nashik,West,985006.0,71777,55.31,201978,76.0,Individual,Pune,West,HDFC Bank,306650,Savings,5693,357.0,46109,Fixed Deposit,2023-11-25,2023-11,5,25,1,614,3
1002,Nashik,West,985006.0,71777,55.31,202669,42.0,Individual,Mumbai,South,HDFC Bank,309113,Savings,55429,2507.0,21152,Mutual Fund,2023-02-16,2023-02,3,16,0,332,0
1002,Nashik,West,985006.0,71777,55.31,204855,62.0,Business,Pune,West,HDFC Bank,301188,Current,30100,1148.0,24531,Recurring Deposit,2023-08-28,2023-08,0,28,0,525,2
1002,Nashik,West,985006.0,71777,55.31,204855,62.0,Business,Pune,West,HDFC Bank,303520,Business,40533,4362.0,14204,Mutual Fund,2025-02-23,2025-02,6,23,1,1070,1
1002,Nashik,West,985006.0,71777,55.31,204855,62.0,Business,Pune,West,HDFC Bank,305290,Business,25120,2234.451783879818,7045,Mutual Fund,2024-07-03,2024-07,2,3,0,835,2
1002,Nashik,West,985006.0,71777,55.31,208413,28.0,Business,Kolhapur,East,HDFC Bank,305739,Business,87476,2180.0,31261,Recurring Deposit,2023-12-22,2023-12,4,22,0,641,2
1003,Solapur,North,55113.0,253655,2.57,200140,28.0,Employee,Kolhapur,West,HDFC Bank,304525,Business,21342,161.0,19748,Mutual Fund,2023-09-15,2023-09,4,15,0,543,2
1003,Solapur,North,55113.0,253655,2.57,202541,21.0,Employee,Kolhapur,East,HDFC Bank,306751,Business,28877,512.0,14743,Fixed Deposit,2023-11-11,2023-11,5,11,1,600,1
1003,Solapur,North,55113.0,253655,2.57,204009,24.0,Employee,Nagpur,West,HDFC Bank,302145,Current,36538,1524.0,22280,Fixed Deposit,2023-11-05,2023-11,6,5,1,594,1
1003,Solapur,North,55113.0,253655,2.57,209125,49.08653542478156,Employee,Mumbai,West,HDFC Bank,301238,Business,48478,2476.0,26513,Mutual Fund,2024-10-22,2024-10,1,22,0,946,2
1003,Solapur,North,55113.0,253655,2.57,209125,49.08653542478156,Employee,Mumbai,West,HDFC Bank,305266,Current,38016,1740.0,2685,Mutual Fund,2025-02-13,2025-02,3,13,0,1060,2
1003,Solapur,North,55113.0,253655,2.57,209125,49.08653542478156,Employee,Mumbai,West,HDFC Bank,305952,Current,78295,3474.3687666703527,38805,Recurring Deposit,2024-01-07,2024-01,6,7,1,657,1
1004,Nagpur,West,282701.0,148194,-14.1,200434,63.0,Individual,Solapur,South,HDFC Bank,307175,Current,63045,1803.0,13402,Fixed Deposit,2024-12-17,2024-12,1,17,0,1002,0
1004,Nagpur,West,282701.0,148194,-14.1,200434,63.0,Individual,Solapur,South,HDFC Bank,309271,Business,8307,3251.0,48964,Recurring Deposit,2023-03-04,2023-03,5,4,1,348,3
1004,Nagpur,West,282701.0,148194,-14.1,201463,53.0,Individual,Solapur,South,HDFC Bank,304196,Current,23736,4915.0,12869,Mutual Fund,2023-07-10,2023-07,0,10,0,476,0
1004,Nagpur,West,282701.0,148194,-14.1,201993,48.0,Business,Solapur,West,HDFC Bank,300856,Current,54364,2445.0,6088,Mutual Fund,2025-02-27,2025-02,3,27,0,1074,2
1004,Nagpur,West,282701.0,148194,-14.1,203925,24.0,Employee,Pune,East,HDFC Bank,304199,Business,84344,1264.0,44515,Mutual Fund,2022-10-04,2022-10,1,4,0,197,2
1004,Nagpur,West,282701.0,148194,-14.1,205586,65.0,Individual,Pune,South,HDFC Bank,303495,Savings,90508,2436.0,45457,Fixed Deposit,2024-08-26,2024-08,0,26,0,889,0
1004,Nagpur,West,282701.0,148194,-14.1,205586,65.0,Individual,Pune,South,HDFC Bank,304076,Current,1398,1383.0,42112,Recurring Deposit,2022-10-20,2022-10,3,20,0,213,0
1004,Nagpur,West,282701.0,148194,-14.1,205586,65.0,Individual,Pune,South,HDFC Bank,306347,Savings,91428,2195.0,36196,Fixed Deposit,2022-06-22,2022-06,2,22,0,93,0
1004,Nagpur,West,282701.0,148194,-14.1,205586,65.0,Individual,Pune,South,HDFC Bank,308560,Current,89782,1953.0,39547,Mutual Fund,2022-06-04,2022-06,5,4,1,75,3
1004,Nagpur,West,282701.0,148194,-14.1,207467,52.0,Business,Pune,East,HDFC Bank,300491,Savings,16038,4214.0,13137,Mutual Fund,2023-12-01,2023-12,4,1,0,620,0
1004,Nagpur,West,282701.0,148194,-14.1,207467,52.0,Business,Pune,East,HDFC Bank,307656,Current,47595,4990.0,49564,Mutual Fund,2023-11-06,2023-11,0,6,0,595,2
1004,Nagpur,West,282701.0,148194,-14.1,207467,52.0,Business,Pune,East,HDFC Bank,308006,Savings,55713,4807.0,46710,Recurring Deposit,2022-05-18,2022-05,2,18,0,58,0
1004,Nagpur,West,282701.0,148194,-14.1,207467,52.0,Business,Pune,East,HDFC Bank,308066,Business,81947,919.0,21848,Mutual Fund,2024-02-10,2024-02,5,10,1,691,1
1004,Nagpur,West,282701.0,148194,-14.1,207577,49.0,Business,Nagpur,West,HDFC Bank,304936,Current,26811,1698.0,22483,Mutual Fund,2024-11-05,2024-11,1,5,0,960,2
1004,Nagpur,West,282701.0,148194,-14.1,207577,49.0,Business,Nagpur,West,HDFC Bank,305840,Savings,36749,660.0,19569,Mutual Fund,2023-09-11,2023-09,0,11,0,539,0
1004,Nagpur,West,282701.0,148194,-14.1,207679,65.0,Individual,Nashik,North,HDFC Bank,301599,Current,75764,1676.0,16990,Fixed Deposit,2023-08-30,2023-08,2,30,0,527,0
1004,Nagpur,West,282701.0,148194,-14.1,207815,52.0,Business,Kolhapur,South,HDFC Bank,300191,Current,47769,563.0,26568,Fixed Deposit,2022-07-21,2022-07,3,21,0,122,2
1004,Nagpur,West,282701.0,148194,-14.1,207815,52.0,Business,Kolhapur,South,HDFC Bank,302662,Business,81327,4275.0,4631,Fixed Deposit,2022-04-07,2022-04,3,7,0,17,2
1004,Nagpur,West,282701.0,148194,-14.1,208382,26.0,Employee,Mumbai,South,HDFC Bank,302024,Current,75783,506.0,28891,Fixed Deposit,2024-07-28,2024-07,6,28,1,860,1
1004,Nagpur,West,282701.0,148194,-14.1,208382,26.0,Employee,Mumbai,South,HDFC Bank,307915,Business,57283,2682.0,13631,Recurring Deposit,2024-04-18,2024-04,3,18,0,759,2
1004,Nagpur,West,282701.0,148194,-14.1,208952,62.0,Individual,Kolhapur,South,HDFC Bank,305461,Current,11227,820.0,30123,Mutual Fund,2024-07-24,2024-07,2,24,0,856,0
1005,Nagpur,East,657164.0,90729,11.57,201300,57.0,Individual,Nagpur,North,HDFC Bank,305069,Savings,2564,1482.0,13345,Mutual Fund,2025-02-27,2025-02,3,27,0,1074,0
1005,Nagpur,East,657164.0,90729,11.57,201370,26.0,Individual,Solapur,North,HDFC Bank,307377,Current,13450,3706.0,28825,Mutual Fund,2023-06-02,2023-06,4,2,0,438,0
1005,Nagpur,East,657164.0,90729,11.57,202489,50.0,Individual,Mumbai,East,HDFC Bank,302229,Savings,46696,405.0,37171,Fixed Deposit,2022-07-13,2022-07,2,13,0,114,0
1005,Nagpur,East,657164.0,90729,11.57,205149,26.0,Business,Pune,North,HDFC Bank,302357,Business,4297,3744.0,12997,Recurring Deposit,2022-04-26,2022-04,1,26,0,36,2
1005,Nagpur,East,657164.0,90729,11.57,206173,77.0,Individual,Solapur,North,HDFC Bank,300353,Savings,3686,4660.0,43330,Mutual Fund,2023-07-22,2023-07,5,22,1,488,3
1005,Nagpur,East,657164.0,90729,11.57,206173,77.0,Individual,Solapur,North,HDFC Bank,303006,Savings,5056,2441.0,25512,Mutual Fund,2025-01-08,2025-01,2,8,0,1024,0
1005,Nagpur,East,657164.0,90729,11.57,206173,77.0,Individual,Solapur,North,HDFC Bank,306120,Business,91538,3699.0,17512,Mutual Fund,2024-07-19,2024-07,4,19,0,851,0
1005,Nagpur,East,657164.0,90729,11.57,206709,18.0,Business,Kolhapur,West,HDFC Bank,301037,Business,8541,4066.0,31519,Fixed Deposit,2024-06-04,2024-06,1,4,0,806,2
1005,Nagpur,East,657164.0,90729,11.57,206958,30.0,Employee,Solapur,South,HDFC Bank,301430,Current,56957,2874.0,37365,Mutual Fund,2022-06-07,2022-06,1,7,0,78,2
1005,Nagpur,East,657164.0,90729,11.57,206958,30.0,Employee,Solapur,South,HDFC Bank,304347,Business,71079,285.0,44765,Recurring Deposit,2023-03-07,2023-03,1,7,0,351,2
1005,Nagpur,East,657164.0,90729,11.57,207869,36.0,Individual,Mumbai,East,HDFC Bank,306341,Business,95198,1599.0,40528,Recurring Deposit,2024-05-05,2024-05,6,5,1,776,3
1006,Kolhapur,North,96520.0,273124,19.48,200209,30.0,Employee,Mumbai,East,HDFC Bank,301507,Business,94985,255.8724527574553,29480,Recurring Deposit,2023-08-08,2023-08,1,8,0,505,2
1006,Kolhapur,North,96520.0,273124,19.48,200209,30.0,Employee,Mumbai,East,HDFC Bank,307786,Business,15393,4574.0,11465,Mutual Fund,2022-12-22,2022-12,3,22,0,276,2
1006,Kolhapur,North,96520.0,273124,19.48,200403,46.0,Individual,Mumbai,North,HDFC Bank,305104,Savings,75444,3198.0,6214,Recurring Deposit,2023-02-09,2023-02,3,9,0,325,0
1006,Kolhapur,North,96520.0,273124,19.48,200403,46.0,Individual,Mumbai,North,HDFC Bank,309689,Current,54548,2142.0,29972,Mutual Fund,2024-12-22,2024-12,6,22,1,1007,3
1006,Kolhapur,North,96520.0,273124,19.48,201398,46.0,Employee,Kolhapur,West,HDFC Bank,307751,Current,92979,2284.0,19222,Mutual Fund,2022-09-23,2022-09,4,23,0,186,2
1006,Kolhapur,North,96520.0,273124,19.48,201398,46.0,Employee,Kolhapur,West,HDFC Bank,308435,Savings,4989,4295.0,11610,Fixed Deposit,2023-01-17,2023-01,1,17,0,302,2
1006,Kolhapur,North,96520.0,273124,19.48,204957,77.0,Individual,Mumbai,North,HDFC Bank,300352,Savings,70544,4687.0,23035,Fixed Deposit,2025-01-24,2025-01,4,24,0,1040,0
1006,Kolhapur,North,96520.0,273124,19.48,205259,33.0,Employee,Mumbai,North,HDFC Bank,300523,Current,52135,3742.0,13697,Mutual Fund,2023-10-07,2023-10,5,7,1,565,1
1006,Kolhapur,North,96520.0,273124,19.48,205468,54.0,Business,Nashik,West,HDFC Bank,302920,Savings,42995,261.0,35453,Fixed Deposit,2025-03-18,2025-03,1,18,0,1093,0
1006,Kolhapur,North,96520.0,273124,19.48,205468,54.0,Business,Nashik,West,HDFC Bank,306771,Savings,69471,3568.0,36430,Fixed Deposit,2023-08-21,2023-08,0,21,0,518,0
1006,Kolhapur,North,96520.0,273124,19.48,206198,56.0,Business,Solapur,South,HDFC Bank,300379,Business,25144,4153.0,14844,Fixed Deposit,2023-06-06,2023-06,1,6,0,442,0
1006,Kolhapur,North,96520.0,273124,19.48,206620,71.0,Individual,Solapur,South,HDFC Bank,306470,Business,27060,2523.0,14994,Fixed Deposit,2024-06-19,2024-06,2,19,0,821,0
1006,Kolhapur,North,96520.0,273124,19.48,206620,71.0,Individual,Solapur,South,HDFC Bank,308917,Savings,91328,3065.0,19665,Recurring Deposit,2022-09-14,2022-09,2,14,0,177,0
1006,Kolhapur,North,96520.0,273124,19.48,209026,59.0,Individual,Nagpur,West,HDFC Bank,309308,Savings,89494,1120.0,13063,Recurring Deposit,2023-11-28,2023-11,1,28,0,617,0
1007,Kolhapur,West,427163.0,111053,-9.09,200250,44.0,Individual,Pune,South,HDFC Bank,305962,Business,45276,3582.0,31624,Mutual Fund,2022-09-23,2022-09,4,23,0,186,0
1007,Kolhapur,West,427163.0,111053,-9.09,201046,57.0,Employee,Solapur,West,HDFC Bank,306678,Current,51620,3096.0,3520,Fixed Deposit,2023-07-07,2023-07,4,7,0,473,2
1007,Kolhapur,West,427163.0,111053,-9.09,201046,57.0,Employee,Solapur,West,HDFC Bank,307316,Current,98822,4092.0,46666,Fixed Deposit,2022-05-05,2022-05,3,5,0,45,2
1007,Kolhapur,West,427163.0,111053,-9.09,201046,57.0,Employee,Solapur,West,HDFC Bank,307737,Savings,71959,114.0,24996,Recurring Deposit,2023-06-04,2023-06,6,4,1,440,1
1007,Kolhapur,West,427163.0,111053,-9.09,202975,21.0,Individual,Kolhapur,South,HDFC Bank,300181,Savings,68596,2489.0,35436,Recurring Deposit,2023-08-06,2023-08,6,6,1,503,3
1007,Kolhapur,West,427163.0,111053,-9.09,202975,21.0,Individual,Kolhapur,South,HDFC Bank,302792,Business,27301,2821.0,22981,Fixed Deposit,2024-01-08,2024-01,0,8,0,658,0
1007,Kolhapur,West,427163.0,111053,-9.09,204169,29.0,Business,Mumbai,North,HDFC Bank,302086,Business,73581,104.0,12974,Recurring Deposit,2023-11-11,2023-11,5,11,1,600,1
1007,Kolhapur,West,427163.0,111053,-9.09,204968,77.0,Individual,Mumbai,West,HDFC Bank,306613,Savings,81265,2656.0,8207,Fixed Deposit,2024-05-09,2024-05,3,9,0,780,0
1007,Kolhapur,West,427163.0,111053,-9.09,205284,46.0,Business,Kolhapur,West,HDFC Bank,307122,Current,4398,4918.0,42673,Recurring Deposit,2024-11-26,2024-11,1,26,0,981,2
1007,Kolhapur,West,427163.0,111053,-9.09,207719,29.0,Business,Mumbai,West,HDFC Bank,304599,Savings,50665,227.7920115554466,30976,Fixed Deposit,2023-01-07,2023-01,5,7,1,292,3
1008,Kolhapur,North,507974.155411852,59920,-5.94,201556,57.0,Employee,Solapur,South,HDFC Bank,302928,Current,36507,2645.0,3353,Recurring Deposit,2024-03-14,2024-03,3,14,0,724,2
1008,Kolhapur,North,507974.155411852,59920,-5.94,207348,49.08653542478156,Employee,Mumbai,North,HDFC Bank,300837,Savings,81924,1521.0,29471,Fixed Deposit,2022-04-05,2022-04,1,5,0,15,2
1008,Kolhapur,North,507974.155411852,59920,-5.94,208975,79.0,Business,Mumbai,West,HDFC Bank,304345,Business,73215,2397.0,15773,Mutual Fund,2024-03-12,2024-03,1,12,0,722,0
1008,Kolhapur,North,507974.155411852,59920,-5.94,209481,55.0,Employee,Pune,South,HDFC Bank,308843,Business,95281,3546.0,24433,Fixed Deposit,2023-11-06,2023-11,0,6,0,595,2
1009,Nagpur,South,690932.0,44992,56.47,205880,71.0,Individual,Kolhapur,South,HDFC Bank,302582,Business,68776,188.0,47330,Recurring Deposit,2024-03-28,2024-03,3,28,0,738,0
1009,Nagpur,South,690932.0,44992,56.47,205880,71.0,Individual,Kolhapur,South,HDFC Bank,306239,Business,50745,106.0,48276,Recurring Deposit,2023-05-17,2023-05,2,17,0,422,0
1009,Nagpur,South,690932.0,44992,56.47,205880,71.0,Individual,Kolhapur,South,HDFC Bank,309081,Business,62955,4472.0,18147,Recurring Deposit,2023-12-13,2023-12,2,13,0,632,0
1009,Nagpur,South,690932.0,44992,56.47,206930,33.0,Employee,Pune,West,HDFC Bank,306286,Current,63432,1024.0,14415,Recurring Deposit,2023-04-11,2023-04,1,11,0,386,2
1009,Nagpur,South,690932.0,44992,56.47,206930,33.0,Employee,Pune,West,HDFC Bank,307953,Savings,11747,3912.0,32417,Recurring Deposit,2022-10-20,2022-10,3,20,0,213,2
1009,Nagpur,South,690932.0,44992,56.47,208716,66.0,Employee,Nagpur,South,HDFC Bank,307679,Current,97281,4254.0,22611,Mutual Fund,2025-02-14,2025-02,4,14,0,1061,2
1009,Nagpur,South,690932.0,44992,56.47,208716,66.0,Employee,Nagpur,South,HDFC Bank,309140,Business,10412,3242.0,40000,Fixed Deposit,2022-05-14,2022-05,5,14,1,54,1
1010,Solapur,North,936640.0,226126,-18.9,201045,66.0,Individual,Nagpur,West,HDFC Bank,302205,Business,79545,1333.0,42164,Fixed Deposit,2023-03-04,2023-03,5,4,1,348,3
1010,Solapur,North,936640.0,226126,-18.9,201045,66.0,Individual,Nagpur,West,HDFC Bank,309394,Business,15335,3517.0,2354,Fixed Deposit,2023-09-25,2023-09,0,25,0,553,0
1010,Solapur,North,936640.0,226126,-18.9,202007,61.0,Individual,Solapur,West,HDFC Bank,309803,Current,63473,2943.0,37455,Mutual Fund,2023-08-22,2023-08,1,22,0,519,0
1010,Solapur,North,936640.0,226126,-18.9,202041,69.0,Individual,Nashik,North,HDFC Bank,308907,Current,64813,2085.0,28301,Recurring Deposit,2023-04-04,2023-04,1,4,0,379,0
1010,Solapur,North,936640.0,226126,-18.9,202191,35.0,Employee,Nashik,South,HDFC Bank,301414,Savings,98850,1771.0,33940,Mutual Fund,2024-07-13,2024-07,5,13,1,845,1
1010,Solapur,North,936640.0,226126,-18.9,202503,43.0,Business,Pune,East,HDFC Bank,308689,Current,9730,706.0,9105,Mutual Fund,2024-09-04,2024-09,2,4,0,898,2
1010,Solapur,North,936640.0,226126,-18.9,202927,23.0,Business,Nashik,East,HDFC Bank,300644,Current,44649,3939.0,6243,Recurring Deposit,2022-07-19,2022-07,1,19,0,120,2
1010,Solapur,North,936640.0,226126,-18.9,202927,23.0,Business,Nashik,East,HDFC Bank,300873,Current,95533,2406.0,15457,Fixed Deposit,2023-07-10,2023-07,0,10,0,476,2
1010,Solapur,North,936640.0,226126,-18.9,202927,23.0,Business,Nashik,East,HDFC Bank,304089,Savings,56144,4697.0,4592,Mutual Fund,2024-04-11,2024-04,3,11,0,752,0
1010,Solapur,North,936640.0,226126,-18.9,202927,23.0,Business,Nashik,East,HDFC Bank,305133,Savings,22962,3445.0,16279,Recurring Deposit,2022-04-29,2022-04,4,29,0,39,0
1010,Solapur,North,936640.0,226126,-18.9,205212,29.0,Employee,Pune,East,HDFC Bank,300222,Business,76095,3384.0,37075,Mutual Fund,2023-08-28,2023-08,0,28,0,525,2
1010,Solapur,North,936640.0,226126,-18.9,205212,29.0,Employee,Pune,East,HDFC Bank,307502,Current,95354,4909.0,35676,Mutual Fund,2022-12-15,2022-12,3,15,0,269,2
1010,Solapur,North,936640.0,226126,-18.9,207571,76.0,Individual,Mumbai,East,HDFC Bank,300336,Business,96814,434.0,2061,Fixed Deposit,2022-09-23,2022-09,4,23,0,186,0
1010,Solapur,North,936640.0,226126,-18.9,207571,76.0,Individual,Mumbai,East,HDFC Bank,307777,Business,29537,4016.0,28466,Fixed Deposit,2022-07-13,2022-07,2,13,0,114,0
1010,Solapur,North,936640.0,226126,-18.9,207571,76.0,Individual,Mumbai,East,HDFC Bank,309189,Business,61084,4257.0,22814,Recurring Deposit,2024-10-11,2024-10,4,11,0,935,0
1010,Solapur,North,936640.0,226126,-18.9,209143,22.0,Business,Nashik,East,HDFC Bank,300613,Current,81694,1321.0,6060,Mutual Fund,2022-06-07,2022-06,1,7,0,78,2
1010,Solapur,North,936640.0,226126,-18.9,209154,74.0,Business,Nashik,North,HDFC Bank,302203,Current,71341,3294.0,39273,Mutual Fund,2023-10-03,2023-10,1,3,0,561,2
1010,Solapur,North,936640.0,226126,-18.9,209154,74.0,Business,Nashik,North,HDFC Bank,302486,Savings,80347,2972.0,33623,Mutual Fund,2023-12-18,2023-12,0,18,0,637,0
1010,Solapur,North,936640.0,226126,-18.9,209345,62.0,Individual,Nagpur,East,HDFC Bank,303459,Business,73708,3355.0,6703,Mutual Fund,2024-11-07,2024-11,3,7,0,962,0
1010,Solapur,North,936640.0,226126,-18.9,209600,75.0,Business,Pune,South,HDFC Bank,301485,Current,77715,965.0,7674,Recurring Deposit,2024-12-14,2024-12,5,14,1,999,1
1011,Nashik,East,257505.0,483161,65.12,200094,71.0,Business,Nashik,North,HDFC Bank,308311,Savings,53398,4802.0,36038,Mutual Fund,2024-06-05,2024-06,2,5,0,807,0
1011,Nashik,East,257505.0,483161,65.12,203382,78.0,Individual,Kolhapur,South,HDFC Bank,306017,Savings,69416,2252.0,4000,Mutual Fund,2024-01-04,2024-01,3,4,0,654,0
1011,Nashik,East,257505.0,483161,65.12,203382,78.0,Individual,Kolhapur,South,HDFC Bank,309416,Business,44555,1328.0,44659,Fixed Deposit,2024-06-15,2024-06,5,15,1,817,3
1011,Nashik,East,257505.0,483161,65.12,204706,49.08653542478156,Employee,Mumbai,West,HDFC Bank,308519,Business,77098,2139.0,7354,Mutual Fund,2025-02-21,2025-02,4,21,0,1068,2
1011,Nashik,East,257505.0,483161,65.12,205078,36.0,Employee,Mumbai,West,HDFC Bank,304452,Current,51623,2937.0,6922,Recurring Deposit,2023-08-17,2023-08,3,17,0,514,2
1011,Nashik,East,257505.0,483161,65.12,207228,20.0,Business,Solapur,South,HDFC Bank,305778,Savings,7713,439.0,13097,Recurring Deposit,2024-10-08,2024-10,1,8,0,932,0
1011,Nashik,East,257505.0,483161,65.12,208291,21.0,Employee,Solapur,North,HDFC Bank,309906,Business,94388,2770.0,38383,Mutual Fund,2022-11-24,2022-11,3,24,0,248,2
1012,Nagpur,West,969777.0,347637,-11.4,200119,70.0,Individual,Kolhapur,North,HDFC Bank,301227,Business,93607,3229.0,39553,Mutual Fund,2024-01-19,2024-01,4,19,0,669,0
1012,Nagpur,West,969777.0,347637,-11.4,200119,70.0,Individual,Kolhapur,North,HDFC Bank,306596,Savings,82533,1572.0,12398,Mutual Fund,2022-09-24,2022-09,5,24,1,187,3
1012,Nagpur,West,969777.0,347637,-11.4,200308,34.0,Employee,Nagpur,North,HDFC Bank,304454,Current,45202,2916.0,36919,Fixed Deposit,2023-03-25,2023-03,5,25,1,369,1
1012,Nagpur,West,969777.0,347637,-11.4,204770,77.0,Employee,Kolhapur,East,HDFC Bank,301465,Business,93578,1401.0,36607,Fixed Deposit,2022-10-03,2022-10,0,3,0,196,2
1012,Nagpur,West,969777.0,347637,-11.4,209658,65.0,Business,Solapur,West,HDFC Bank,306059,Savings,83576,2898.0,25485,Fixed Deposit,2024-12-23,2024-12,0,23,0,1008,0
1013,Pune,West,214437.0,52323,10.97,204905,47.0,Employee,Kolhapur,East,HDFC Bank,307826,Savings,49759,927.0,37404,Fixed Deposit,2023-11-18,2023-11,5,18,1,607,1
1013,Pune,West,214437.0,52323,10.97,205794,44.0,Business,Kolhapur,West,HDFC Bank,309648,Savings,38553,4107.0,28231,Mutual Fund,2024-04-12,2024-04,4,12,0,753,0
1013,Pune,West,214437.0,52323,10.97,206549,41.0,Employee,Nashik,South,HDFC Bank,306152,Business,70861,2023.0,13757,Mutual Fund,2024-07-20,2024-07,5,20,1,852,1
1013,Pune,West,214437.0,52323,10.97,207103,51.0,Individual,Kolhapur,South,HDFC Bank,307972,Savings,38342,2356.0,30155,Fixed Deposit,2024-09-10,2024-09,1,10,0,904,0
1013,Pune,West,214437.0,52323,10.97,207402,71.0,Employee,Nashik,West,HDFC Bank,300219,Current,10243,4070.0,24506,Fixed Deposit,2023-04-10,2023-04,0,10,0,385,2
1013,Pune,West,214437.0,52323,10.97,207402,71.0,Employee,Nashik,West,HDFC Bank,301748,Current,88424,267.0,24553,Fixed Deposit,2024-02-16,2024-02,4,16,0,697,2
1013,Pune,West,214437.0,52323,10.97,207402,71.0,Employee,Nashik,West,HDFC Bank,303273,Business,77747,3789.0,15610,Fixed Deposit,2023-10-27,2023-10,4,27,0,585,2
1013,Pune,West,214437.0,52323,10.97,207402,71.0,Employee,Nashik,West,HDFC Bank,304754,Current,9141,2983.0,38737,Fixed Deposit,2023-12-07,2023-12,3,7,0,626,2
1013,Pune,West,214437.0,52323,10.97,207658,74.0,Employee,Nagpur,South,HDFC Bank,301767,Current,59291,3694.0,31874,Mutual Fund,2023-09-18,2023-09,0,18,0,546,2
1013,Pune,West,214437.0,52323,10.97,209189,77.0,Individual,Pune,South,HDFC Bank,307263,Business,56612,2221.0,33919,Fixed Deposit,2022-08-03,2022-08,2,3,0,135,0
1013,Pune,West,214437.0,52323,10.97,209308,18.0,Business,Mumbai,South,HDFC Bank,300372,Business,65080,1516.0,37217,Fixed Deposit,2024-05-14,2024-05,1,14,0,785,2
1013,Pune,West,214437.0,52323,10.97,209308,18.0,Business,Mumbai,South,HDFC Bank,303455,Savings,91909,2248.0,21482,Fixed Deposit,2022-10-24,2022-10,0,24,0,217,0
1013,Pune,West,214437.0,52323,10.97,209848,74.0,Individual,Pune,North,HDFC Bank,300606,Savings,28738,1907.0,16690,Mutual Fund,2022-09-02,2022-09,4,2,0,165,0
1013,Pune,West,214437.0,52323,10.97,209848,74.0,Individual,Pune,North,HDFC Bank,302012,Business,8903,1939.0,45648,Recurring Deposit,2023-12-28,2023-12,3,28,0,647,0
1014,Nagpur,North,370373.0,194199,-8.67,201724,69.0,Individual,Nashik,East,HDFC Bank,300390,Savings,74916,4725.0,44141,Recurring Deposit,2024-07-29,2024-07,0,29,0,861,0
